PERSON_ID,FORMIDLINGSGRUPPEKODE,DATO_SIST_INAKTIV
309872,ISERV,2003-10-11
886541,ISERV,2003-10-11
1290998,ISERV,2003-10-11
585427,ISERV,2003-10-11
679015,ISERV,2003-10-11
1150727,ISERV,2003-10-11
1257722,ISERV,2003-10-11
1288913,ISERV,2003-10-11
1301310,ISERV,2003-10-11
1301534,ISERV,2003-10-11
1301610,ISERV,2003-10-11
1305839,ISERV,2003-10-11
1306109,ISERV,2003-10-11
1306690,ISERV,2003-10-11
649643,ISERV,2004-06-23
145903,ISERV,2004-06-23
1352957,ISERV,2004-06-23
1353583,ISERV,2004-06-23
1119250,ISERV,2003-01-29
1440979,ISERV,2004-06-24
509915,ISERV,2005-03-07
1277173,ISERV,2005-03-07
1296839,ISERV,2005-03-07
1329409,ISERV,2005-03-07
1444948,ISERV,2005-03-07
1503457,ISERV,2005-03-07
332777,ISERV,2005-03-07
823415,ISERV,2005-03-07
1494699,ISERV,2005-03-07
1556056,ISERV,2006-08-01
1220867,ISERV,2003-01-30
560363,ISERV,2003-01-30
109887,ISERV,2003-10-13
1179526,ISERV,2003-10-13
1041681,ISERV,2003-10-13
221681,ISERV,2004-06-25
178168,ISERV,2005-03-08
313170,ISERV,2005-03-08
1281579,ISERV,2005-03-08
1315241,ISERV,2005-03-08
395633,ISERV,2005-03-08
666837,ISERV,2005-03-08
954688,ISERV,2005-03-08
1441160,ISERV,2005-03-08
1506529,ISERV,2005-03-08
9536,ISERV,2005-03-08
704130,ISERV,2005-03-08
657016,ISERV,2003-10-14
1213678,ISERV,2003-10-14
482085,ISERV,2003-10-14
810493,ISERV,2003-10-14
1248352,ISERV,2003-10-14
1257645,ISERV,2003-10-14
528933,ISERV,2004-06-26
535902,ISERV,2004-06-26
13395,ISERV,2004-06-26
60378,ISERV,2004-06-26
199294,ISERV,2004-06-26
1317434,ISERV,2004-06-26
1320641,ISERV,2004-06-26
1337278,ISERV,2004-06-26
1352356,ISERV,2004-06-26
1352671,ISERV,2004-06-26
1141241,ISERV,2004-06-26
1177614,ISERV,2004-06-26
1254683,ISERV,2004-06-26
1338281,ISERV,2004-06-26
1346566,ISERV,2004-06-26
1440468,ISERV,2004-06-26
1445217,ISERV,2004-06-26
9901,ISERV,2005-03-09
1046,ISERV,2003-02-01
567101,ISERV,2003-02-01
661673,ISERV,2003-02-01
548033,ISERV,2003-02-01
1187084,ISERV,2003-02-01
1216186,ISERV,2003-02-01
1218512,ISERV,2003-02-01
468908,ISERV,2003-02-01
527268,ISERV,2003-02-01
529222,ISERV,2003-02-01
568348,ISERV,2003-02-01
648708,ISERV,2003-02-01
666544,ISERV,2003-02-01
771104,ISERV,2003-02-01
943291,ISERV,2003-02-01
1002387,ISERV,2003-02-01
1214333,ISERV,2003-02-01
1215328,ISERV,2003-02-01
1228549,ISERV,2003-02-01
1228579,ISERV,2003-02-01
1230723,ISERV,2003-02-01
1232651,ISERV,2003-02-01
1232707,ISERV,2003-02-01
1233200,ISERV,2003-02-01
291507,ISERV,2003-10-15
353166,ISERV,2005-03-10
632696,ISERV,2005-03-10
760559,ISERV,2005-03-10
1527169,ISERV,2005-03-10
1562403,ISERV,2006-08-04
112540,ISERV,2003-10-16
1093418,ISERV,2003-10-16
372009,ISERV,2003-10-16
454777,ISERV,2003-10-16
900620,ISERV,2003-10-16
546224,ISERV,2004-06-28
1317312,ISERV,2004-06-28
90483,ISERV,2004-06-28
94323,ISERV,2005-03-11
222950,ISERV,2005-03-11
1254048,ISERV,2005-03-11
867009,ISERV,2005-03-11
691658,ISERV,2005-11-22
363925,ISERV,2005-11-22
1570605,ISERV,2005-11-22
1607136,ISERV,2005-11-22
857485,ISERV,2006-08-05
466702,ISERV,2003-10-17
1274101,ISERV,2003-10-17
482347,ISERV,2004-06-29
1350487,ISERV,2004-06-29
25867,ISERV,2005-03-12
474852,ISERV,2005-03-12
615013,ISERV,2005-03-12
1148109,ISERV,2005-03-12
853433,ISERV,2005-03-12
451140,ISERV,2005-03-12
733199,ISERV,2005-03-12
1013317,ISERV,2005-03-12
790971,ISERV,2005-03-12
1234864,ISERV,2005-03-12
1302057,ISERV,2005-03-12
1302144,ISERV,2005-03-12
1503362,ISERV,2005-03-12
1505118,ISERV,2005-03-12
185130,ISERV,2005-03-12
333338,ISERV,2005-03-12
447200,ISERV,2005-03-12
805822,ISERV,2005-03-12
1045528,ISERV,2005-03-12
1445906,ISERV,2005-03-12
1448297,ISERV,2005-03-12
1522870,ISERV,2005-03-12
1127148,ISERV,2005-11-23
496307,ISERV,2003-02-04
920755,ISERV,2003-02-04
1151537,ISERV,2003-02-04
1219433,ISERV,2003-02-04
46216,ISERV,2003-10-18
121074,ISERV,2003-10-18
344796,ISERV,2003-10-18
1185500,ISERV,2003-10-18
1224997,ISERV,2003-10-18
383513,ISERV,2003-10-18
586465,ISERV,2003-10-18
81659,ISERV,2003-10-18
386164,ISERV,2003-10-18
496319,ISERV,2003-10-18
515811,ISERV,2003-10-18
815726,ISERV,2003-10-18
1174298,ISERV,2003-10-18
1293383,ISERV,2003-10-18
1304670,ISERV,2003-10-18
1305094,ISERV,2003-10-18
1307526,ISERV,2003-10-18
1307977,ISERV,2003-10-18
1308400,ISERV,2003-10-18
92366,ISERV,2004-06-30
845047,ISERV,2006-08-07
1209510,ISERV,2003-02-05
1299340,ISERV,2004-07-01
96825,ISERV,2005-03-14
106708,ISERV,2005-03-14
923844,ISERV,2005-03-14
1205375,ISERV,2005-03-14
1306788,ISERV,2005-03-14
1438572,ISERV,2005-03-14
1441707,ISERV,2005-03-14
1529671,ISERV,2005-03-14
889897,ISERV,2003-02-06
597721,ISERV,2003-10-20
494014,ISERV,2003-10-20
134030,ISERV,2003-10-20
940190,ISERV,2003-10-20
674634,ISERV,2003-10-20
723192,ISERV,2003-10-20
1045031,ISERV,2003-10-20
1289344,ISERV,2003-10-20
1083346,ISERV,2004-07-02
58268,ISERV,2005-03-15
475972,ISERV,2005-03-15
205896,ISERV,2005-03-15
1316829,ISERV,2005-03-15
1459983,ISERV,2005-03-15
181219,ISERV,2005-03-15
1165242,ISERV,2002-05-27
1164865,ISERV,2003-02-07
1226157,ISERV,2003-02-07
1180431,ISERV,2003-10-21
682505,ISERV,2003-10-21
144672,ISERV,2003-10-21
414244,ISERV,2003-10-21
1127147,ISERV,2003-10-21
3864,ISERV,2004-07-03
792707,ISERV,2004-07-03
53916,ISERV,2004-07-03
628284,ISERV,2004-07-03
662432,ISERV,2004-07-03
996541,ISERV,2004-07-03
413060,ISERV,2004-07-03
521523,ISERV,2004-07-03
1241307,ISERV,2004-07-03
1260009,ISERV,2004-07-03
1288298,ISERV,2004-07-03
1348957,ISERV,2004-07-03
1351852,ISERV,2004-07-03
20064,ISERV,2004-07-03
36237,ISERV,2004-07-03
288550,ISERV,2004-07-03
1176211,ISERV,2004-07-03
1176341,ISERV,2004-07-03
1178324,ISERV,2004-07-03
1180104,ISERV,2004-07-03
1211910,ISERV,2004-07-03
1238513,ISERV,2004-07-03
1346645,ISERV,2004-07-03
1351961,ISERV,2004-07-03
1356546,ISERV,2004-07-03
1356571,ISERV,2004-07-03
1435530,ISERV,2004-07-03
1435872,ISERV,2004-07-03
1437236,ISERV,2004-07-03
1437824,ISERV,2004-07-03
1438555,ISERV,2004-07-03
1441792,ISERV,2004-07-03
1444053,ISERV,2004-07-03
1444619,ISERV,2004-07-03
1447069,ISERV,2004-07-03
1447323,ISERV,2004-07-03
1448302,ISERV,2004-07-03
604164,ISERV,2005-03-16
365574,ISERV,2002-05-28
495649,ISERV,2002-05-28
530894,ISERV,2003-02-08
113716,ISERV,2003-02-08
1218112,ISERV,2003-02-08
1220964,ISERV,2003-02-08
69577,ISERV,2003-02-08
70550,ISERV,2003-02-08
357224,ISERV,2003-02-08
977784,ISERV,2003-02-08
1228274,ISERV,2003-02-08
1234374,ISERV,2003-02-08
543576,ISERV,2003-10-22
21287,ISERV,2003-10-22
109511,ISERV,2005-03-17
351323,ISERV,2003-10-23
568529,ISERV,2003-10-23
1160128,ISERV,2004-07-05
1281203,ISERV,2004-07-05
876315,ISERV,2004-07-05
1214023,ISERV,2004-07-05
1323423,ISERV,2004-07-05
1328808,ISERV,2004-07-05
1329221,ISERV,2004-07-05
1454318,ISERV,2004-07-05
986334,ISERV,2005-03-18
1447948,ISERV,2005-03-18
491166,ISERV,2005-11-29
1135012,ISERV,2003-02-10
1142279,ISERV,2003-02-10
1191828,ISERV,2003-02-10
1134500,ISERV,2003-02-10
1202019,ISERV,2003-10-24
81492,ISERV,2003-10-24
868081,ISERV,2003-10-24
243366,ISERV,2004-07-06
1262380,ISERV,2004-07-06
473243,ISERV,2005-03-19
797066,ISERV,2005-03-19
131064,ISERV,2005-03-19
254519,ISERV,2005-03-19
1354821,ISERV,2005-03-19
1467972,ISERV,2005-03-19
1490447,ISERV,2005-03-19
362432,ISERV,2005-03-19
367163,ISERV,2005-03-19
651397,ISERV,2005-03-19
651659,ISERV,2005-03-19
792010,ISERV,2005-03-19
1333805,ISERV,2005-03-19
1453801,ISERV,2005-03-19
1475128,ISERV,2005-03-19
1537211,ISERV,2005-03-19
1537310,ISERV,2005-03-19
1537318,ISERV,2005-03-19
1540321,ISERV,2005-03-19
1540808,ISERV,2005-03-19
1542891,ISERV,2005-03-19
7640,ISERV,2003-02-11
347889,ISERV,2003-02-11
1086961,ISERV,2003-02-11
354920,ISERV,2003-02-11
931847,ISERV,2003-02-11
1140169,ISERV,2003-02-11
1213345,ISERV,2003-02-11
392716,ISERV,2003-02-11
1227116,ISERV,2003-02-11
1228975,ISERV,2003-02-11
74186,ISERV,2003-10-25
492362,ISERV,2003-10-25
1086700,ISERV,2003-10-25
1101268,ISERV,2003-10-25
391082,ISERV,2003-10-25
613684,ISERV,2003-10-25
488618,ISERV,2003-10-25
501178,ISERV,2003-10-25
830388,ISERV,2003-10-25
1085844,ISERV,2003-10-25
1240898,ISERV,2003-10-25
1288835,ISERV,2003-10-25
1289290,ISERV,2003-10-25
1290200,ISERV,2003-10-25
1290205,ISERV,2003-10-25
300489,ISERV,2003-10-25
386448,ISERV,2003-10-25
871486,ISERV,2003-10-25
1268629,ISERV,2003-10-25
1293779,ISERV,2003-10-25
1303921,ISERV,2003-10-25
1309515,ISERV,2003-10-25
1310392,ISERV,2003-10-25
1146,ISERV,2004-07-07
1142740,ISERV,2004-07-07
1325527,ISERV,2004-07-07
166510,ISERV,2004-07-07
1137263,ISERV,2002-06-01
11748,ISERV,2002-06-01
25807,ISERV,2002-06-01
189540,ISERV,2002-06-01
305450,ISERV,2002-06-01
352880,ISERV,2002-06-01
356453,ISERV,2002-06-01
387227,ISERV,2002-06-01
594869,ISERV,2002-06-01
772416,ISERV,2002-06-01
906376,ISERV,2002-06-01
969999,ISERV,2002-06-01
1063774,ISERV,2002-06-01
1095371,ISERV,2002-06-01
1096528,ISERV,2002-06-01
1098775,ISERV,2002-06-01
1111381,ISERV,2002-06-01
1118181,ISERV,2002-06-01
1144239,ISERV,2002-06-01
1151946,ISERV,2002-06-01
1160177,ISERV,2002-06-01
1160514,ISERV,2002-06-01
1160883,ISERV,2002-06-01
1161511,ISERV,2002-06-01
1164632,ISERV,2002-06-01
1167616,ISERV,2002-06-01
1171684,ISERV,2002-06-01
588720,ISERV,2003-02-12
1130809,ISERV,2003-02-12
329819,ISERV,2003-02-12
322832,ISERV,2003-02-12
913402,ISERV,2003-02-12
32702,ISERV,2005-03-21
156469,ISERV,2005-03-21
452221,ISERV,2005-03-21
526223,ISERV,2005-03-21
676909,ISERV,2005-03-21
1200690,ISERV,2005-03-21
302588,ISERV,2005-03-21
646229,ISERV,2005-03-21
1204183,ISERV,2005-03-21
1637580,ISERV,2006-08-15
1655140,ISERV,2006-08-15
639532,ISERV,2003-02-13
1228903,ISERV,2003-02-13
91954,ISERV,2003-10-27
853809,ISERV,2003-10-27
1093556,ISERV,2003-10-27
317363,ISERV,2003-10-27
942660,ISERV,2003-10-27
567264,ISERV,2005-03-22
658870,ISERV,2005-03-22
630183,ISERV,2005-03-22
900194,ISERV,2005-03-22
1274719,ISERV,2005-03-22
1337556,ISERV,2005-03-22
87161,ISERV,2002-06-03
1166315,ISERV,2002-06-03
20645,ISERV,2003-10-28
717573,ISERV,2003-10-28
1164365,ISERV,2003-10-28
663202,ISERV,2003-10-28
665183,ISERV,2003-10-28
258146,ISERV,2003-10-28
1306870,ISERV,2003-10-28
68987,ISERV,2004-07-10
149300,ISERV,2004-07-10
594148,ISERV,2004-07-10
1161274,ISERV,2004-07-10
70803,ISERV,2004-07-10
628160,ISERV,2004-07-10
1294956,ISERV,2004-07-10
1317344,ISERV,2004-07-10
1330800,ISERV,2004-07-10
1352577,ISERV,2004-07-10
515019,ISERV,2004-07-10
1006648,ISERV,2004-07-10
1113609,ISERV,2004-07-10
1183821,ISERV,2004-07-10
1344763,ISERV,2004-07-10
1433119,ISERV,2004-07-10
1445061,ISERV,2004-07-10
1448505,ISERV,2004-07-10
1449684,ISERV,2004-07-10
1450364,ISERV,2004-07-10
1451200,ISERV,2004-07-10
1177702,ISERV,2002-06-04
22115,ISERV,2003-02-15
663637,ISERV,2003-02-15
1146319,ISERV,2003-02-15
437317,ISERV,2003-02-15
442389,ISERV,2003-02-15
674450,ISERV,2003-02-15
1047983,ISERV,2003-02-15
1138077,ISERV,2003-02-15
1175699,ISERV,2003-02-15
1175705,ISERV,2003-02-15
556482,ISERV,2003-02-15
588390,ISERV,2003-02-15
782726,ISERV,2003-02-15
954145,ISERV,2003-02-15
989242,ISERV,2003-02-15
1098267,ISERV,2003-02-15
1160695,ISERV,2003-02-15
1210637,ISERV,2003-02-15
1213147,ISERV,2003-02-15
1228599,ISERV,2003-02-15
1230741,ISERV,2003-02-15
1233864,ISERV,2003-02-15
1236352,ISERV,2003-02-15
1238089,ISERV,2003-02-15
480611,ISERV,2002-06-05
1162268,ISERV,2002-06-05
623106,ISERV,2003-10-30
305206,ISERV,2004-07-12
1283062,ISERV,2004-07-12
1283422,ISERV,2004-07-12
1324907,ISERV,2004-07-12
1266242,ISERV,2004-07-12
881755,ISERV,2005-12-06
449489,ISERV,2003-02-17
634194,ISERV,2003-02-17
338896,ISERV,2003-02-17
365762,ISERV,2003-02-17
1060133,ISERV,2003-02-17
413950,ISERV,2003-10-31
38000,ISERV,2004-07-13
1086411,ISERV,2004-07-13
635076,ISERV,2004-07-13
29367,ISERV,2005-12-07
1530104,ISERV,2005-12-07
225679,ISERV,2002-06-07
1159901,ISERV,2002-06-07
679695,ISERV,2003-02-18
1182765,ISERV,2003-02-18
46536,ISERV,2003-11-01
249270,ISERV,2003-11-01
854137,ISERV,2003-11-01
1185387,ISERV,2003-11-01
1200397,ISERV,2003-11-01
1117009,ISERV,2003-11-01
1239738,ISERV,2003-11-01
226077,ISERV,2003-11-01
301357,ISERV,2003-11-01
363705,ISERV,2003-11-01
422132,ISERV,2003-11-01
479752,ISERV,2003-11-01
508150,ISERV,2003-11-01
522472,ISERV,2003-11-01
840909,ISERV,2003-11-01
873679,ISERV,2003-11-01
1110139,ISERV,2003-11-01
1226992,ISERV,2003-11-01
1281020,ISERV,2003-11-01
1300257,ISERV,2003-11-01
1309483,ISERV,2003-11-01
1311457,ISERV,2003-11-01
321913,ISERV,2004-07-14
522275,ISERV,2005-03-27
1512492,ISERV,2005-03-27
536793,ISERV,2005-12-08
476945,ISERV,2006-08-21
1106257,ISERV,2002-06-08
1162207,ISERV,2002-06-08
1168562,ISERV,2002-06-08
1173357,ISERV,2002-06-08
1130786,ISERV,2004-07-15
232400,ISERV,2004-07-15
1125404,ISERV,2004-07-15
1290468,ISERV,2004-07-15
1196188,ISERV,2006-08-22
252363,ISERV,2003-02-20
107155,ISERV,2003-02-20
1196448,ISERV,2003-11-03
1288496,ISERV,2003-11-03
834472,ISERV,2003-11-03
1297231,ISERV,2003-11-03
439737,ISERV,2004-07-16
534386,ISERV,2005-03-29
505704,ISERV,2002-06-10
444179,ISERV,2002-06-10
570108,ISERV,2003-02-21
360083,ISERV,2003-11-04
926723,ISERV,2003-11-04
1044014,ISERV,2003-11-04
1303657,ISERV,2003-11-04
153757,ISERV,2004-07-17
434125,ISERV,2004-07-17
1260229,ISERV,2004-07-17
1288116,ISERV,2004-07-17
1319489,ISERV,2004-07-17
200563,ISERV,2004-07-17
350768,ISERV,2004-07-17
392331,ISERV,2004-07-17
656073,ISERV,2004-07-17
807201,ISERV,2004-07-17
1323385,ISERV,2004-07-17
1337259,ISERV,2004-07-17
1348733,ISERV,2004-07-17
1351895,ISERV,2004-07-17
1353834,ISERV,2004-07-17
1433066,ISERV,2004-07-17
1448622,ISERV,2004-07-17
1453321,ISERV,2004-07-17
185776,ISERV,2005-03-30
23073,ISERV,2003-02-22
68530,ISERV,2003-02-22
546108,ISERV,2003-02-22
649292,ISERV,2003-02-22
365192,ISERV,2003-02-22
429573,ISERV,2003-02-22
557157,ISERV,2003-02-22
1142069,ISERV,2003-02-22
1174530,ISERV,2003-02-22
1195378,ISERV,2003-02-22
1217818,ISERV,2003-02-22
1221467,ISERV,2003-02-22
208832,ISERV,2003-02-22
698378,ISERV,2003-02-22
825880,ISERV,2003-02-22
1226905,ISERV,2003-02-22
1235501,ISERV,2003-02-22
1238592,ISERV,2003-02-22
1088078,ISERV,2003-11-05
1175071,ISERV,2003-11-05
1316821,ISERV,2005-03-31
39695,ISERV,2005-03-31
1524320,ISERV,2005-03-31
66439,ISERV,2003-11-06
312081,ISERV,2003-11-06
583052,ISERV,2003-11-06
229054,ISERV,2004-07-19
88589,ISERV,2004-07-19
1475467,ISERV,2005-04-01
430599,ISERV,2003-02-24
1149523,ISERV,2003-02-24
363283,ISERV,2003-02-24
566009,ISERV,2003-02-24
1229398,ISERV,2003-02-24
40572,ISERV,2005-04-02
1355213,ISERV,2005-04-02
1356454,ISERV,2005-12-14
187434,ISERV,2003-02-25
641856,ISERV,2003-02-25
409599,ISERV,2003-02-25
1228122,ISERV,2003-02-25
1229491,ISERV,2003-02-25
451786,ISERV,2003-11-08
571677,ISERV,2003-11-08
587804,ISERV,2003-11-08
1124587,ISERV,2003-11-08
1131725,ISERV,2003-11-08
376663,ISERV,2003-11-08
1208299,ISERV,2003-11-08
176642,ISERV,2003-11-08
1259223,ISERV,2003-11-08
1279162,ISERV,2003-11-08
1285858,ISERV,2003-11-08
38371,ISERV,2003-11-08
609338,ISERV,2003-11-08
623353,ISERV,2003-11-08
924373,ISERV,2003-11-08
1165732,ISERV,2003-11-08
1252966,ISERV,2003-11-08
1262127,ISERV,2003-11-08
1274025,ISERV,2003-11-08
1291155,ISERV,2003-11-08
1312005,ISERV,2003-11-08
1312006,ISERV,2003-11-08
1312012,ISERV,2003-11-08
1312839,ISERV,2003-11-08
1137193,ISERV,2004-07-21
615363,ISERV,2004-07-21
114110,ISERV,2002-06-15
1143336,ISERV,2002-06-15
1155591,ISERV,2002-06-15
1167094,ISERV,2002-06-15
1174165,ISERV,2002-06-15
1174696,ISERV,2002-06-15
428527,ISERV,2003-02-26
265202,ISERV,2003-02-26
456653,ISERV,2003-02-26
505804,ISERV,2003-02-26
971410,ISERV,2003-02-26
1169584,ISERV,2003-02-26
1211539,ISERV,2003-02-26
797114,ISERV,2003-02-26
81546,ISERV,2005-04-04
127766,ISERV,2005-04-04
538595,ISERV,2005-04-04
1286593,ISERV,2005-04-04
1328231,ISERV,2005-04-04
217427,ISERV,2005-04-04
490115,ISERV,2005-04-04
1532703,ISERV,2005-04-04
1538492,ISERV,2005-04-04
1202743,ISERV,2006-08-29
509271,ISERV,2003-02-27
679324,ISERV,2003-02-27
998032,ISERV,2003-02-27
1106129,ISERV,2003-02-27
295821,ISERV,2003-02-27
1041229,ISERV,2003-02-27
1230581,ISERV,2003-02-27
463268,ISERV,2003-11-10
784215,ISERV,2003-11-10
1122936,ISERV,2003-11-10
1230969,ISERV,2003-11-10
464130,ISERV,2003-11-10
558355,ISERV,2004-07-23
385419,ISERV,2004-07-23
1210397,ISERV,2005-04-05
69907,ISERV,2005-04-05
128892,ISERV,2005-04-05
358211,ISERV,2005-04-05
1149507,ISERV,2002-06-17
39454,ISERV,2003-02-28
473330,ISERV,2003-11-11
398811,ISERV,2003-11-11
1313598,ISERV,2003-11-11
418680,ISERV,2004-07-24
119188,ISERV,2004-07-24
795412,ISERV,2004-07-24
440681,ISERV,2004-07-24
535247,ISERV,2004-07-24
967476,ISERV,2004-07-24
1133265,ISERV,2004-07-24
1260585,ISERV,2004-07-24
1299599,ISERV,2004-07-24
1312161,ISERV,2004-07-24
1322470,ISERV,2004-07-24
172845,ISERV,2004-07-24
188473,ISERV,2004-07-24
1286284,ISERV,2004-07-24
1341776,ISERV,2004-07-24
1447775,ISERV,2004-07-24
1453626,ISERV,2004-07-24
1456130,ISERV,2004-07-24
643683,ISERV,2005-04-06
443020,ISERV,2005-04-06
1046009,ISERV,2005-04-06
1528047,ISERV,2005-04-06
398114,ISERV,2003-03-01
469143,ISERV,2003-03-01
1039952,ISERV,2003-03-01
1159463,ISERV,2003-03-01
364387,ISERV,2003-03-01
439437,ISERV,2003-03-01
477774,ISERV,2003-03-01
582003,ISERV,2003-03-01
703562,ISERV,2003-03-01
731223,ISERV,2003-03-01
981617,ISERV,2003-03-01
997082,ISERV,2003-03-01
315797,ISERV,2003-03-01
448921,ISERV,2003-03-01
474715,ISERV,2003-03-01
495810,ISERV,2003-03-01
1224871,ISERV,2003-03-01
1232524,ISERV,2003-03-01
1236682,ISERV,2003-03-01
1241173,ISERV,2003-03-01
1298977,ISERV,2003-11-12
1303950,ISERV,2003-11-12
820547,ISERV,2005-04-07
1518679,ISERV,2005-04-07
1304873,ISERV,2005-12-19
529697,ISERV,2002-06-19
380071,ISERV,2003-03-02
779748,ISERV,2003-11-13
792898,ISERV,2003-11-13
1064707,ISERV,2003-11-13
135714,ISERV,2004-07-26
1208897,ISERV,2004-07-26
593767,ISERV,2005-04-08
1045902,ISERV,2005-04-08
1464366,ISERV,2005-04-08
1239938,ISERV,2005-04-08
1510766,ISERV,2005-12-20
1645829,ISERV,2006-09-02
368799,ISERV,2003-03-03
490156,ISERV,2003-03-03
794406,ISERV,2003-03-03
803692,ISERV,2003-03-03
1153803,ISERV,2003-03-03
1206165,ISERV,2003-03-03
401550,ISERV,2003-03-03
1242777,ISERV,2003-03-03
1211112,ISERV,2004-07-27
1264347,ISERV,2004-07-27
1290011,ISERV,2004-07-27
607169,ISERV,2005-04-09
541050,ISERV,2002-06-21
907096,ISERV,2003-03-04
1156732,ISERV,2003-03-04
1211512,ISERV,2003-03-04
317933,ISERV,2003-03-04
1214939,ISERV,2003-11-15
411822,ISERV,2003-11-15
1254969,ISERV,2003-11-15
1260572,ISERV,2003-11-15
1272103,ISERV,2003-11-15
96692,ISERV,2003-11-15
176097,ISERV,2003-11-15
183148,ISERV,2003-11-15
453347,ISERV,2003-11-15
758733,ISERV,2003-11-15
1293266,ISERV,2003-11-15
1305168,ISERV,2003-11-15
1309617,ISERV,2003-11-15
1311512,ISERV,2003-11-15
1311990,ISERV,2003-11-15
1314861,ISERV,2003-11-15
627257,ISERV,2004-07-28
1479809,ISERV,2005-04-10
1447505,ISERV,2005-12-22
26576,ISERV,2002-06-22
109065,ISERV,2002-06-22
132271,ISERV,2002-06-22
321429,ISERV,2002-06-22
330603,ISERV,2002-06-22
1142004,ISERV,2002-06-22
439036,ISERV,2002-06-22
663357,ISERV,2002-06-22
687315,ISERV,2002-06-22
1159741,ISERV,2002-06-22
1163264,ISERV,2002-06-22
1168962,ISERV,2002-06-22
1175907,ISERV,2002-06-22
1168554,ISERV,2003-03-05
1184321,ISERV,2003-03-05
1229093,ISERV,2003-03-05
1142840,ISERV,2004-07-29
648699,ISERV,2005-04-11
362992,ISERV,2005-04-11
722273,ISERV,2005-04-11
1194126,ISERV,2005-04-11
1143679,ISERV,2005-04-11
1188460,ISERV,2005-04-11
1191398,ISERV,2005-04-11
1452574,ISERV,2005-04-11
737453,ISERV,2005-04-11
87870,ISERV,2006-09-05
1240113,ISERV,2003-03-06
642878,ISERV,2003-11-17
565764,ISERV,2003-11-17
599481,ISERV,2003-11-17
1086922,ISERV,2003-11-17
1211692,ISERV,2003-11-17
1308298,ISERV,2003-11-17
194523,ISERV,2005-04-12
821197,ISERV,2005-04-12
1446720,ISERV,2005-04-12
1524590,ISERV,2005-04-12
1536843,ISERV,2005-04-12
1536992,ISERV,2005-04-12
548627,ISERV,2002-06-24
632515,ISERV,2003-03-07
1204599,ISERV,2003-03-07
417134,ISERV,2003-11-18
555823,ISERV,2003-11-18
29093,ISERV,2004-07-31
1244396,ISERV,2004-07-31
66969,ISERV,2004-07-31
637980,ISERV,2004-07-31
704960,ISERV,2004-07-31
366152,ISERV,2004-07-31
372347,ISERV,2004-07-31
488650,ISERV,2004-07-31
875754,ISERV,2004-07-31
912159,ISERV,2004-07-31
1181199,ISERV,2004-07-31
1438580,ISERV,2004-07-31
1443947,ISERV,2004-07-31
1452914,ISERV,2004-07-31
1459839,ISERV,2004-07-31
1460284,ISERV,2004-07-31
80019,ISERV,2005-04-13
1157635,ISERV,2005-04-13
1193965,ISERV,2005-04-13
1342461,ISERV,2005-04-13
1516961,ISERV,2005-04-13
1094606,ISERV,2002-06-25
71006,ISERV,2003-03-08
166439,ISERV,2003-03-08
397062,ISERV,2003-03-08
677568,ISERV,2003-03-08
231462,ISERV,2003-03-08
488722,ISERV,2003-03-08
519124,ISERV,2003-03-08
1217759,ISERV,2003-03-08
1219152,ISERV,2003-03-08
1221070,ISERV,2003-03-08
319969,ISERV,2003-03-08
474223,ISERV,2003-03-08
1229481,ISERV,2003-03-08
1241313,ISERV,2003-03-08
1242812,ISERV,2003-03-08
1243076,ISERV,2003-03-08
1243108,ISERV,2003-03-08
1243167,ISERV,2003-03-08
1243535,ISERV,2003-03-08
1243567,ISERV,2003-03-08
1243695,ISERV,2003-03-08
1243918,ISERV,2003-03-08
646540,ISERV,2003-11-19
1292300,ISERV,2003-11-19
1298196,ISERV,2003-11-19
1299528,ISERV,2003-11-19
848718,ISERV,2005-04-14
1137407,ISERV,2003-11-20
766524,ISERV,2004-08-02
1224446,ISERV,2004-08-02
1266240,ISERV,2004-08-02
1242451,ISERV,2004-08-02
1335527,ISERV,2004-08-02
1351148,ISERV,2004-08-02
1353174,ISERV,2004-08-02
1353382,ISERV,2004-08-02
1435591,ISERV,2004-08-02
1454505,ISERV,2004-08-02
62734,ISERV,2003-03-10
298393,ISERV,2003-03-10
1200139,ISERV,2003-03-10
175052,ISERV,2003-03-10
309291,ISERV,2003-03-10
1243537,ISERV,2003-03-10
1127652,ISERV,2003-11-21
34923,ISERV,2004-08-03
1346405,ISERV,2004-08-03
245993,ISERV,2005-04-16
1492155,ISERV,2005-04-16
1514391,ISERV,2005-04-16
429603,ISERV,2002-06-28
70630,ISERV,2003-03-11
100898,ISERV,2003-03-11
311297,ISERV,2003-03-11
759070,ISERV,2003-03-11
921063,ISERV,2003-03-11
1239023,ISERV,2003-03-11
1242973,ISERV,2003-03-11
509584,ISERV,2003-11-22
674013,ISERV,2003-11-22
1176103,ISERV,2003-11-22
430166,ISERV,2003-11-22
1240478,ISERV,2003-11-22
123381,ISERV,2003-11-22
406275,ISERV,2003-11-22
1168978,ISERV,2003-11-22
1221472,ISERV,2003-11-22
1288863,ISERV,2003-11-22
1303147,ISERV,2003-11-22
1305959,ISERV,2003-11-22
1315708,ISERV,2003-11-22
1315960,ISERV,2003-11-22
1316001,ISERV,2003-11-22
1316522,ISERV,2003-11-22
506963,ISERV,2004-08-04
262620,ISERV,2004-08-04
13163,ISERV,2005-04-17
168016,ISERV,2005-04-17
646841,ISERV,2005-04-17
